Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y,PARK,Sunday
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Thursday,CENTRAL,JUVENILE BOOKED,1700 Block of MASON ST,-122.4122772,37.79941555,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Wednesday,MISSION,NONE,2000 Block of MISSION ST,-122.4196583,37.76422056,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Wednesday,TARAVAL,NONE,1900 Block of OCEAN AV,-122.4625603,37.72529453,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Wednesday,TENDERLOIN,NONE,LARKIN ST / GROVE ST,-122.4165835,37.77865915,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Wednesday,BAYVIEW,"ARREST, BOOKED",0 Block of NORTHRIDGE RD,-122.3756052,37.73072152,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Wednesday,SOUTHERN,NONE,200 Block of 8TH ST,-122.4112719,37.77603295,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Tuesday,INGLESIDE,"ARREST, BOOKED",GENEVA AV / LONDON ST,-122.4402533,37.71604001,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Tuesday,MISSION,"ARREST, BOOKED",2500 Block of 17TH ST,-122.4094083,37.7644228,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Monday,INGLESIDE,NONE,300 Block of WINDING WY,-122.4378103,37.70933774,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Monday,NORTHERN,NONE,300 Block of IVY ST,-122.4239222,37.77729679,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Monday,RICHMOND,"ARREST, BOOKED",PARKER AV / CALIFORNIA ST,-122.4547764,37.78624264,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,TENDERLOIN,"ARREST, BOOKED",GEARY ST / HYDE ST,-122.4164521,37.78630869,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Saturday,TARAVAL,"ARREST, BOOKED",1300 Block of 17TH AV,-122.4749879,37.76270407,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Saturday,SOUTHERN,NONE,MARKET ST / DRUMM ST,-122.3963054,37.7932572,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Saturday,CENTRAL,UNFOUNDED,BUSH ST / STOCKTON ST,-122.4071522,37.79036558,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Saturday,BAYVIEW,NONE,THOMAS AV / KEITH ST,-122.3894213,37.72935385,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Saturday,NORTHERN,NONE,500 Block of LARKIN ST,-122.4173673,37.78286262,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Friday,MISSION,NONE,16TH ST / BRYANT ST,-122.4104888,37.76560586,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Friday,TENDERLOIN,NONE,GROVE ST / LARKIN ST,-122.4165835,37.77865915,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Friday,RICHMOND,JUVENILE BOOKED,200 Block of 6TH AV,-122.464556,37.78384441,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Thursday,TENDERLOIN,"ARREST, BOOKED",400 Block of EDDY ST,-122.4150669,37.78356348,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Wednesday,NORTHERN,NONE,1200 Block of POLK ST,-122.4202316,37.78798096,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Tuesday,RICHMOND,NONE,47TH AV / FULTON ST,-122.5077501,37.771494,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Tuesday,INGLESIDE,NONE,3400 Block of MISSION ST,-122.4225492,37.74135774,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Tuesday,TENDERLOIN,"ARREST, BOOKED",EDDY ST / LEAVENWORTH ST,-122.414243,37.78372403,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Monday,BAYVIEW,NONE,1200 Block of INGALLS ST,-122.3818673,37.7305668,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Monday,TENDERLOIN,NONE,100 Block of LEAVENWORTH ST,-122.4140298,37.78232912,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Monday,SOUTHERN,"ARREST, BOOKED",600 Block of MISSION ST,-122.4008609,37.78709052,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,SOUTHERN,"ARREST, BOOKED",0 Block of TABER PL,-122.393901,37.7824206,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,TENDERLOIN,NONE,GOLDEN GATE AV / HYDE ST,-122.4155082,37.78165428,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,NORTHERN,NONE,POLK ST / ELLIS ST,-122.4193663,37.78402805,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,NORTHERN,NONE,2100 Block of WASHINGTON ST,-122.4286306,37.79226475,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,NORTHERN,EXCEPTIONAL CLEARANCE,1500 Block of FILLMORE ST,-122.4327438,37.78384245,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,CENTRAL,NONE,100 Block of JEFFERSON ST,-122.4149883,37.80826133,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,TENDERLOIN,"ARREST, BOOKED",200 Block of LEAVENWORTH ST,-122.4142178,37.78325933,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Saturday,INGLESIDE,"ARREST, BOOKED",100 Block of HIGHLAND AV,-122.4235406,37.73743514,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Saturday,MISSION,"ARREST, BOOKED",1100 Block of VALENCIA ST,-122.4208177,37.75448782,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Friday,SOUTHERN,NONE,HARRISON ST / 3RD ST,-122.3973888,37.78255435,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Friday,BAYVIEW,NONE,0 Block of HUDSON CT,-122.3792138,37.73236862,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Friday,MISSION,NONE,2000 Block of MARKET ST,-122.4269556,37.76924706,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Friday,TENDERLOIN,NONE,EDDY ST / TAYLOR ST,-122.4109552,37.78413995,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Friday,NORTHERN,"ARREST, BOOKED",OAK ST / WEBSTER ST,-122.4291789,37.77418225,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Thursday,NORTHERN,NONE,2100 Block of CHESTNUT ST,-122.4387013,37.80044989,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Thursday,SOUTHERN,JUVENILE BOOKED,1000 Block of MARKET ST,-122.4113396,37.78127074,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Thursday,CENTRAL,NONE,MASON ST / JACKSON ST,-122.4115464,37.79540915,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Wednesday,TENDERLOIN,NONE,EDDY ST / LARKIN ST,-122.4175307,37.78331075,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Wednesday,CENTRAL,NONE,0 Block of SUTTER ST,-122.4013834,37.79019748,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Monday,MISSION,"ARREST, BOOKED",2000 Block of MISSION ST,-122.4195204,37.76422894,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Monday,CENTRAL,"ARREST, BOOKED",1200 Block of GRANT AV,-122.4071101,37.79864578,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Monday,SOUTHERN,"ARREST, BOOKED",11TH ST / HARRISON ST,-122.4124833,37.77063059,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,SOUTHERN,"ARREST, BOOKED",300 Block of CLEMENTINA ST,-122.4023215,37.78203871,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,NORTHERN,"ARREST, BOOKED",1600 Block of SACRAMENTO ST,-122.4200524,37.79154369,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,TENDERLOIN,"ARREST, BOOKED",500 Block of LEAVENWORTH ST,-122.4146454,37.78606884,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,TARAVAL,NONE,18TH AV / MORAGA ST,-122.475536,37.75615263,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,SOUTHERN,NONE,5TH ST / TEHAMA ST,-122.4044079,37.78107596,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Saturday,RICHMOND,NONE,200 Block of 17TH AV,-122.4763013,37.78332369,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Saturday,INGLESIDE,"ARREST, BOOKED",5500 Block of DIAMONDHEIGHTS BL,-122.4363691,37.7394999,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Saturday,PARK,NONE,GEARY BL / SCOTT ST,-122.4378509,37.78371743,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Friday,MISSION,"ARREST, BOOKED",MISSION ST / 24TH ST,-122.4184482,37.75223917,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Friday,TENDERLOIN,NONE,300 Block of ELLIS ST,-122.4119876,37.78502266,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Thursday,SOUTHERN,NONE,FOLSOM ST / COLUMBIASQUARE ST,-122.4064399,37.77785671,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Thursday,NORTHERN,"ARREST, BOOKED",1700 Block of OFARRELL ST,-122.4335331,37.78313157,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Wednesday,BAYVIEW,NONE,3RD ST / QUESADA AV,-122.3912456,37.7332252,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Wednesday,SOUTHERN,"ARREST, BOOKED",200 Block of 6TH ST,-122.4068301,37.77955378,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Wednesday,BAYVIEW,COMPLAINANT REFUSES TO PROSECUTE,2000 Block of PALOU AV,-122.3993706,37.73871083,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Tuesday,BAYVIEW,NONE,BAY SHORE BL / VISITACION AV,-122.4042261,37.71040888,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Tuesday,SOUTHERN,NONE,MARKET ST / VANNESS AV,-122.4192579,37.77514629,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Monday,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.4034048,37.77542071,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Monday,MISSION,"ARREST, BOOKED",MISSION ST / 18TH ST,-122.4193604,37.7618358,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Monday,CENTRAL,"ARREST, BOOKED",500 Block of SUTTER ST,-122.4094236,37.78906473,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,SOUTHERN,NONE,VERMONT ST / 15TH ST,-122.4047526,37.7672562,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,SOUTHERN,NONE,900 Block of FOLSOM ST,-122.4038604,37.77981372,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,BAYVIEW,NONE,0 Block of MIDDLEPOINT RD,-122.3793454,37.73574191,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Saturday,TENDERLOIN,NONE,500 Block of LEAVENWORTH ST,-122.4147821,37.78605144,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Friday,RICHMOND,"ARREST, BOOKED",0 Block of MASONIC AV,-122.447335,37.78248696,,
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Friday,RICHMOND,"ARREST, CITED",2900 Block of GEARY BL,-122.4506453,37.78217755,,
